breed,category,characteristic,star
Brussels Griffon, Physical Needs,Energy Level,5
Brussels Griffon, Physical Needs,Intensity,3
Brussels Griffon, Physical Needs,Exercise Needs,4
Brussels Griffon, Physical Needs,Potential For Playfulness,5
Brittany, Adaptability,Adapts Well To Apartment Living,1
Brittany, Adaptability,Good For Novice Owners,3
Brittany, Adaptability,Sensitivity Level,5
Brittany, Adaptability,Tolerates Being Alone,1
Brittany, Adaptability,Tolerates Cold Weather,4
Brittany, Adaptability,Tolerates Hot Weather,3
Brittany, All Around Friendliness,Affectionate With Family,5
Brittany, All Around Friendliness,Kid-Friendly,5
Brittany, All Around Friendliness,Dog Friendly,5
Brittany, All Around Friendliness,Friendly Toward Strangers,4
Brittany, Health And Grooming Needs,Amount Of Shedding,3
Brittany, Health And Grooming Needs,Drooling Potential,5
Brittany, Health And Grooming Needs,Easy To Groom,3
Brittany, Health And Grooming Needs,General Health,4
Brittany, Health And Grooming Needs,Potential For Weight Gain,3
Brittany, Health And Grooming Needs,Size,3
Brittany, Trainability,Easy To Train,3
Brittany, Trainability,Intelligence,5
Brittany, Trainability,Potential For Mouthiness,3
Brittany, Trainability,Prey Drive,5
Brittany, Trainability,Tendency To Bark Or Howl,3
Brittany, Trainability,Wanderlust Potential,4
Brittany, Physical Needs,Energy Level,5
Brittany, Physical Needs,Intensity,3
Brittany, Physical Needs,Exercise Needs,5
Brittany, Physical Needs,Potential For Playfulness,5
Bulldog, Adaptability,Adapts Well To Apartment Living,5
Bulldog, Adaptability,Good For Novice Owners,4
Bulldog, Adaptability,Sensitivity Level,4
Bulldog, Adaptability,Tolerates Being Alone,3
Bulldog, Adaptability,Tolerates Cold Weather,1
Bulldog, Adaptability,Tolerates Hot Weather,1
Bulldog, All Around Friendliness,Affectionate With Family,5
Bulldog, All Around Friendliness,Kid-Friendly,4
Bulldog, All Around Friendliness,Dog Friendly,2
Bulldog, All Around Friendliness,Friendly Toward Strangers,5
Bulldog, Health And Grooming Needs,Amount Of Shedding,3
Bulldog, Health And Grooming Needs,Drooling Potential,5
Bulldog, Health And Grooming Needs,Easy To Groom,5
Bulldog, Health And Grooming Needs,General Health,4
Bulldog, Health And Grooming Needs,Potential For Weight Gain,5
Bulldog, Health And Grooming Needs,Size,2
Bulldog, Trainability,Easy To Train,3
Bulldog, Trainability,Intelligence,2
Bulldog, Trainability,Potential For Mouthiness,2
Bulldog, Trainability,Prey Drive,2
Bulldog, Trainability,Tendency To Bark Or Howl,4
Bulldog, Trainability,Wanderlust Potential,1
Bulldog, Physical Needs,Energy Level,2
Bulldog, Physical Needs,Intensity,3
Bulldog, Physical Needs,Exercise Needs,3
Bulldog, Physical Needs,Potential For Playfulness,4
Briard, Adaptability,Adapts Well To Apartment Living,3
Briard, Adaptability,Good For Novice Owners,3
Briard, Adaptability,Sensitivity Level,4
Briard, Adaptability,Tolerates Being Alone,3
Briard, Adaptability,Tolerates Cold Weather,4
Briard, Adaptability,Tolerates Hot Weather,3
Briard, All Around Friendliness,Affectionate With Family,4
Briard, All Around Friendliness,Kid-Friendly,5
Briard, All Around Friendliness,Dog Friendly,5
Briard, All Around Friendliness,Friendly Toward Strangers,2
Briard, Health And Grooming Needs,Amount Of Shedding,1
Briard, Health And Grooming Needs,Drooling Potential,1
Briard, Health And Grooming Needs,Easy To Groom,1
Briard, Health And Grooming Needs,General Health,3
Briard, Health And Grooming Needs,Potential For Weight Gain,3
Briard, Health And Grooming Needs,Size,4
Briard, Trainability,Easy To Train,4
Briard, Trainability,Intelligence,4
Briard, Trainability,Potential For Mouthiness,2
Briard, Trainability,Prey Drive,3
Briard, Trainability,Tendency To Bark Or Howl,4
Briard, Trainability,Wanderlust Potential,5
Briard, Physical Needs,Energy Level,4
Briard, Physical Needs,Intensity,4
Briard, Physical Needs,Exercise Needs,4
Briard, Physical Needs,Potential For Playfulness,4
Cavador, Adaptability,Adapts Well To Apartment Living,3
Cavador, Adaptability,Good For Novice Owners,5
Cavador, Adaptability,Sensitivity Level,4
Cavador, Adaptability,Tolerates Being Alone,2
Cavador, Adaptability,Tolerates Cold Weather,3
Cavador, Adaptability,Tolerates Hot Weather,3
Cavador, All Around Friendliness,Affectionate With Family,5
Cavador, All Around Friendliness,Kid-Friendly,5
Cavador, All Around Friendliness,Dog Friendly,4
Cavador, All Around Friendliness,Friendly Toward Strangers,3
Cavador, Health And Grooming Needs,Amount Of Shedding,3
Cavador, Health And Grooming Needs,Drooling Potential,2
Cavador, Health And Grooming Needs,Easy To Groom,4
Cavador, Health And Grooming Needs,General Health,4
Cavador, Health And Grooming Needs,Potential For Weight Gain,4
Cavador, Health And Grooming Needs,Size,3
Cavador, Trainability,Easy To Train,4
Cavador, Trainability,Intelligence,4
Cavador, Trainability,Potential For Mouthiness,2
Cavador, Trainability,Prey Drive,3
Cavador, Trainability,Tendency To Bark Or Howl,3
Cavador, Trainability,Wanderlust Potential,3
Cavador, Physical Needs,Energy Level,4
Cavador, Physical Needs,Intensity,3
Cavador, Physical Needs,Exercise Needs,4
Cavador, Physical Needs,Potential For Playfulness,5
Bullmatian, Adaptability,Adapts Well To Apartment Living,2
Bullmatian, Adaptability,Good For Novice Owners,1
Bullmatian, Adaptability,Sensitivity Level,3
Bullmatian, Adaptability,Tolerates Being Alone,3
Bullmatian, Adaptability,Tolerates Cold Weather,2
Bullmatian, Adaptability,Tolerates Hot Weather,2
Bullmatian, All Around Friendliness,Affectionate With Family,4
Bullmatian, All Around Friendliness,Kid-Friendly,5
Bullmatian, All Around Friendliness,Dog Friendly,4
Bullmatian, All Around Friendliness,Friendly Toward Strangers,3
Bullmatian, Health And Grooming Needs,Amount Of Shedding,2
Bullmatian, Health And Grooming Needs,Drooling Potential,3
Bullmatian, Health And Grooming Needs,Easy To Groom,4
Bullmatian, Health And Grooming Needs,General Health,4
Bullmatian, Health And Grooming Needs,Potential For Weight Gain,4
Bullmatian, Health And Grooming Needs,Size,3
Bullmatian, Trainability,Easy To Train,1
Bullmatian, Trainability,Intelligence,4
Bullmatian, Trainability,Potential For Mouthiness,3
Bullmatian, Trainability,Prey Drive,3
Bullmatian, Trainability,Tendency To Bark Or Howl,2
Bullmatian, Trainability,Wanderlust Potential,3
Bullmatian, Physical Needs,Energy Level,5
Bullmatian, Physical Needs,Intensity,4
Bullmatian, Physical Needs,Exercise Needs,4
Bullmatian, Physical Needs,Potential For Playfulness,4
Bull Arab, Adaptability,Adapts Well To Apartment Living,2
Bull Arab, Adaptability,Good For Novice Owners,1
Bull Arab, Adaptability,Sensitivity Level,2
Bull Arab, Adaptability,Tolerates Being Alone,3
Bull Arab, Adaptability,Tolerates Cold Weather,4
Bull Arab, Adaptability,Tolerates Hot Weather,4
Bull Arab, All Around Friendliness,Affectionate With Family,3
Bull Arab, All Around Friendliness,Kid-Friendly,3
Bull Arab, All Around Friendliness,Dog Friendly,1
Bull Arab, All Around Friendliness,Friendly Toward Strangers,2
Bull Arab, Health And Grooming Needs,Amount Of Shedding,2
Bull Arab, Health And Grooming Needs,Drooling Potential,2
Bull Arab, Health And Grooming Needs,Easy To Groom,4
Bull Arab, Health And Grooming Needs,General Health,4
Bull Arab, Health And Grooming Needs,Potential For Weight Gain,3
Bull Arab, Health And Grooming Needs,Size,4
Bull Arab, Trainability,Easy To Train,2
Bull Arab, Trainability,Intelligence,4
Bull Arab, Trainability,Potential For Mouthiness,3
Bull Arab, Trainability,Prey Drive,5
Bull Arab, Trainability,Tendency To Bark Or Howl,2
Bull Arab, Trainability,Wanderlust Potential,4
Bull Arab, Physical Needs,Energy Level,4
Bull Arab, Physical Needs,Intensity,5
Bull Arab, Physical Needs,Exercise Needs,4
Bull Arab, Physical Needs,Potential For Playfulness,2
Bugg, Adaptability,Adapts Well To Apartment Living,5
Braque du Bourbonnais, Adaptability,Adapts Well To Apartment Living,1
Braque du Bourbonnais, Adaptability,Good For Novice Owners,3
Braque du Bourbonnais, Adaptability,Sensitivity Level,3
Braque du Bourbonnais, Adaptability,Tolerates Being Alone,2
Braque du Bourbonnais, Adaptability,Tolerates Cold Weather,2
Braque du Bourbonnais, Adaptability,Tolerates Hot Weather,3
Braque du Bourbonnais, All Around Friendliness,Affectionate With Family,5
Braque du Bourbonnais, All Around Friendliness,Kid-Friendly,4
Bugg, Adaptability,Good For Novice Owners,4
Bugg, Adaptability,Sensitivity Level,3
Bugg, Adaptability,Tolerates Being Alone,2
Bugg, Adaptability,Tolerates Cold Weather,2
Bugg, Adaptability,Tolerates Hot Weather,3
Bugg, All Around Friendliness,Affectionate With Family,4
Bugg, All Around Friendliness,Kid-Friendly,3
Bugg, All Around Friendliness,Dog Friendly,2
Bugg, All Around Friendliness,Friendly Toward Strangers,3
Bugg, Health And Grooming Needs,Amount Of Shedding,2
Bugg, Health And Grooming Needs,Drooling Potential,2
Bugg, Health And Grooming Needs,Easy To Groom,4
Bugg, Health And Grooming Needs,General Health,4
Bugg, Health And Grooming Needs,Potential For Weight Gain,4
Bugg, Health And Grooming Needs,Size,2
Bugg, Trainability,Easy To Train,3
Bugg, Trainability,Intelligence,4
Bugg, Trainability,Potential For Mouthiness,4
Bugg, Trainability,Prey Drive,3
Bugg, Trainability,Tendency To Bark Or Howl,4
Bugg, Trainability,Wanderlust Potential,2
Bugg, Physical Needs,Energy Level,4
Bugg, Physical Needs,Intensity,3
Bugg, Physical Needs,Exercise Needs,2
Bugg, Physical Needs,Potential For Playfulness,4
Braque du Bourbonnais, All Around Friendliness,Dog Friendly,4
Braque du Bourbonnais, All Around Friendliness,Friendly Toward Strangers,4
Braque du Bourbonnais, Health And Grooming Needs,Amount Of Shedding,2
Braque du Bourbonnais, Health And Grooming Needs,Drooling Potential,1
Braque du Bourbonnais, Health And Grooming Needs,Easy To Groom,4
Braque du Bourbonnais, Health And Grooming Needs,General Health,4
Braque du Bourbonnais, Health And Grooming Needs,Potential For Weight Gain,1
Braque du Bourbonnais, Health And Grooming Needs,Size,3
Braque du Bourbonnais, Trainability,Easy To Train,4
Braque du Bourbonnais, Trainability,Intelligence,4
Braque du Bourbonnais, Trainability,Potential For Mouthiness,3
Braque du Bourbonnais, Trainability,Prey Drive,4
Braque du Bourbonnais, Trainability,Tendency To Bark Or Howl,3
Braque du Bourbonnais, Trainability,Wanderlust Potential,2
Braque du Bourbonnais, Physical Needs,Energy Level,5
Braque du Bourbonnais, Physical Needs,Intensity,2
Braque du Bourbonnais, Physical Needs,Exercise Needs,5
Braque du Bourbonnais, Physical Needs,Potential For Playfulness,3
Boxador, Adaptability,Adapts Well To Apartment Living,2
Boxador, Adaptability,Good For Novice Owners,2
Boxador, Adaptability,Sensitivity Level,3
Boxador, Adaptability,Tolerates Being Alone,1
Boxador, Adaptability,Tolerates Cold Weather,2
Boxador, Adaptability,Tolerates Hot Weather,2
Boxador, All Around Friendliness,Affectionate With Family,5
Boxador, All Around Friendliness,Kid-Friendly,4
Boxador, All Around Friendliness,Dog Friendly,4
Boxador, All Around Friendliness,Friendly Toward Strangers,4
Boxador, Health And Grooming Needs,Amount Of Shedding,4
Boxador, Health And Grooming Needs,Drooling Potential,2
Boxador, Health And Grooming Needs,Easy To Groom,5
Boxador, Health And Grooming Needs,General Health,2
Boxador, Health And Grooming Needs,Potential For Weight Gain,4
Boxador, Health And Grooming Needs,Size,4
Boxador, Trainability,Easy To Train,5
Boxer, Adaptability,Adapts Well To Apartment Living,4
Boxer, Adaptability,Good For Novice Owners,3
Boxer, Adaptability,Sensitivity Level,4
Boxer, Adaptability,Tolerates Being Alone,1
Boxer, Adaptability,Tolerates Cold Weather,2
Boxer, Adaptability,Tolerates Hot Weather,1
Boxer, All Around Friendliness,Affectionate With Family,5
Boxer, All Around Friendliness,Kid-Friendly,4
Boxer, All Around Friendliness,Dog Friendly,3
Boxer, All Around Friendliness,Friendly Toward Strangers,4
Boxer, Health And Grooming Needs,Amount Of Shedding,4
Boxer, Health And Grooming Needs,Drooling Potential,2
Boxer, Health And Grooming Needs,Easy To Groom,5
Boxer, Health And Grooming Needs,General Health,2
Boxer, Health And Grooming Needs,Potential For Weight Gain,4
Boxer, Health And Grooming Needs,Size,3
Boxer, Trainability,Easy To Train,4
Boxer, Trainability,Intelligence,4
Boxer, Trainability,Potential For Mouthiness,2
Boxer, Trainability,Prey Drive,3
Boxer, Trainability,Tendency To Bark Or Howl,3
Boxer, Trainability,Wanderlust Potential,3
Boxer, Physical Needs,Energy Level,5
Boxador, Trainability,Intelligence,5
Boxador, Trainability,Potential For Mouthiness,3
Boxador, Trainability,Prey Drive,2
Boxador, Trainability,Tendency To Bark Or Howl,3
Boxador, Trainability,Wanderlust Potential,3
Boxador, Physical Needs,Energy Level,5
Boxador, Physical Needs,Intensity,5
Boxador, Physical Needs,Exercise Needs,5
Boxador, Physical Needs,Potential For Playfulness,5
Boxer, Physical Needs,Intensity,5
Boxer, Physical Needs,Exercise Needs,5
Boxer, Physical Needs,Potential For Playfulness,5
Boxmatian, Adaptability,Adapts Well To Apartment Living,1
Boxmatian, Adaptability,Good For Novice Owners,2
Boxmatian, Adaptability,Sensitivity Level,3
Boxmatian, Adaptability,Tolerates Being Alone,2
Boxmatian, Adaptability,Tolerates Cold Weather,2
Boxmatian, Adaptability,Tolerates Hot Weather,4
Boxmatian, All Around Friendliness,Affectionate With Family,4
Boxmatian, All Around Friendliness,Kid-Friendly,3
Boxmatian, All Around Friendliness,Dog Friendly,2
Boxmatian, All Around Friendliness,Friendly Toward Strangers,1
Boxmatian, Health And Grooming Needs,Amount Of Shedding,3
Boxmatian, Health And Grooming Needs,Drooling Potential,2
Boxmatian, Health And Grooming Needs,Easy To Groom,3
Boxmatian, Health And Grooming Needs,General Health,5
Boxmatian, Health And Grooming Needs,Potential For Weight Gain,4
Boxmatian, Health And Grooming Needs,Size,5
Boxmatian, Trainability,Easy To Train,3
Boxmatian, Trainability,Intelligence,4
Boxmatian, Trainability,Potential For Mouthiness,4
Boxmatian, Trainability,Prey Drive,3
Boxmatian, Trainability,Tendency To Bark Or Howl,3
Boxmatian, Trainability,Wanderlust Potential,4
Boxmatian, Physical Needs,Energy Level,5
Boxmatian, Physical Needs,Intensity,4
Boxmatian, Physical Needs,Exercise Needs,5
Boxmatian, Physical Needs,Potential For Playfulness,4
Boston Terrier, Adaptability,Adapts Well To Apartment Living,5
Boston Terrier, Adaptability,Good For Novice Owners,4
Boston Terrier, Adaptability,Sensitivity Level,5
Boston Terrier, Adaptability,Tolerates Being Alone,3
Boston Terrier, Adaptability,Tolerates Cold Weather,3
Boston Terrier, Adaptability,Tolerates Hot Weather,2
Boston Terrier, All Around Friendliness,Affectionate With Family,4
Boston Terrier, All Around Friendliness,Kid-Friendly,5
Boston Terrier, All Around Friendliness,Dog Friendly,5
Boston Terrier, All Around Friendliness,Friendly Toward Strangers,4
Boston Terrier, Health And Grooming Needs,Amount Of Shedding,2
Boston Terrier, Health And Grooming Needs,Drooling Potential,1
Boston Terrier, Health And Grooming Needs,Easy To Groom,5
Boston Terrier, Health And Grooming Needs,General Health,4
Boston Terrier, Health And Grooming Needs,Potential For Weight Gain,3
Boston Terrier, Health And Grooming Needs,Size,2
Boston Terrier, Trainability,Easy To Train,4
Boston Terrier, Trainability,Intelligence,4
Boston Terrier, Trainability,Potential For Mouthiness,2
Boston Terrier, Trainability,Prey Drive,2
Boston Terrier, Trainability,Tendency To Bark Or Howl,3
Boston Terrier, Trainability,Wanderlust Potential,5
Boston Terrier, Physical Needs,Energy Level,4
Boston Terrier, Physical Needs,Intensity,5
Boston Terrier, Physical Needs,Exercise Needs,4
Boston Terrier, Physical Needs,Potential For Playfulness,5
Broholmer, Adaptability,Adapts Well To Apartment Living,2
Broholmer, Adaptability,Good For Novice Owners,4
Broholmer, Adaptability,Sensitivity Level,3
Broholmer, Adaptability,Tolerates Being Alone,3
Broholmer, Adaptability,Tolerates Cold Weather,3
Broholmer, Adaptability,Tolerates Hot Weather,3
Broholmer, All Around Friendliness,Affectionate With Family,5
Broholmer, All Around Friendliness,Kid-Friendly,4
Broholmer, All Around Friendliness,Dog Friendly,3
Broholmer, All Around Friendliness,Friendly Toward Strangers,3
Broholmer, Health And Grooming Needs,Amount Of Shedding,3
Broholmer, Health And Grooming Needs,Drooling Potential,2
Broholmer, Health And Grooming Needs,Easy To Groom,4
Broholmer, Health And Grooming Needs,General Health,4
Broholmer, Health And Grooming Needs,Potential For Weight Gain,3
Broholmer, Health And Grooming Needs,Size,5
Broholmer, Trainability,Easy To Train,4
Broholmer, Trainability,Intelligence,4
Broholmer, Trainability,Potential For Mouthiness,3
Broholmer, Trainability,Prey Drive,2
Broholmer, Trainability,Tendency To Bark Or Howl,3
Broholmer, Trainability,Wanderlust Potential,2
Broholmer, Physical Needs,Energy Level,3
Broholmer, Physical Needs,Intensity,3
Broholmer, Physical Needs,Exercise Needs,3
Broholmer, Physical Needs,Potential For Playfulness,3
Boxerdoodle, Adaptability,Adapts Well To Apartment Living,1
Boxerdoodle, Adaptability,Good For Novice Owners,3
Boxerdoodle, Adaptability,Sensitivity Level,3
Boxerdoodle, Adaptability,Tolerates Being Alone,2
Boxerdoodle, Adaptability,Tolerates Cold Weather,3
Boxerdoodle, Adaptability,Tolerates Hot Weather,3
Boxerdoodle, All Around Friendliness,Affectionate With Family,4
Boxerdoodle, All Around Friendliness,Kid-Friendly,3
Boxerdoodle, All Around Friendliness,Dog Friendly,4
Boxerdoodle, All Around Friendliness,Friendly Toward Strangers,3
Boxerdoodle, Health And Grooming Needs,Amount Of Shedding,2
Boxerdoodle, Health And Grooming Needs,Drooling Potential,2
Boxerdoodle, Health And Grooming Needs,Easy To Groom,3
Boxerdoodle, Health And Grooming Needs,General Health,3
Boxerdoodle, Health And Grooming Needs,Potential For Weight Gain,4
Boxerdoodle, Health And Grooming Needs,Size,3
Boxerdoodle, Trainability,Easy To Train,4
Boxerdoodle, Trainability,Intelligence,4
Boxerdoodle, Trainability,Potential For Mouthiness,2
Boxerdoodle, Trainability,Prey Drive,3
Boxerdoodle, Trainability,Tendency To Bark Or Howl,2
Boxerdoodle, Trainability,Wanderlust Potential,4
Boxerdoodle, Physical Needs,Energy Level,4
Boxerdoodle, Physical Needs,Intensity,4
Boxerdoodle, Physical Needs,Exercise Needs,4
Boxerdoodle, Physical Needs,Potential For Playfulness,5
Bracco Italiano, Adaptability,Adapts Well To Apartment Living,1
Bracco Italiano, Adaptability,Good For Novice Owners,2
Bracco Italiano, Adaptability,Sensitivity Level,4
Bracco Italiano, Adaptability,Tolerates Being Alone,3
Bracco Italiano, Adaptability,Tolerates Cold Weather,3
Bracco Italiano, Adaptability,Tolerates Hot Weather,3
Bracco Italiano, All Around Friendliness,Affectionate With Family,5
Bracco Italiano, All Around Friendliness,Kid-Friendly,4
Bracco Italiano, All Around Friendliness,Dog Friendly,5
Bracco Italiano, All Around Friendliness,Friendly Toward Strangers,3
Bracco Italiano, Health And Grooming Needs,Amount Of Shedding,3
Bracco Italiano, Health And Grooming Needs,Drooling Potential,2
Bracco Italiano, Health And Grooming Needs,Easy To Groom,5
Bracco Italiano, Health And Grooming Needs,General Health,2
Bracco Italiano, Health And Grooming Needs,Potential For Weight Gain,3
Bracco Italiano, Health And Grooming Needs,Size,4
Bracco Italiano, Trainability,Easy To Train,3
Bracco Italiano, Trainability,Intelligence,4
Bracco Italiano, Trainability,Potential For Mouthiness,2
Bracco Italiano, Trainability,Prey Drive,5
Bracco Italiano, Trainability,Tendency To Bark Or Howl,2
Bracco Italiano, Trainability,Wanderlust Potential,3
Bracco Italiano, Physical Needs,Energy Level,4
Bracco Italiano, Physical Needs,Intensity,4
Bracco Italiano, Physical Needs,Exercise Needs,5
Bracco Italiano, Physical Needs,Potential For Playfulness,4
Boston Terrier Pekingese Mix, Adaptability,Adapts Well To Apartment Living,4
Boston Terrier Pekingese Mix, Adaptability,Good For Novice Owners,3
Boston Terrier Pekingese Mix, Adaptability,Sensitivity Level,3
Boston Terrier Pekingese Mix, Adaptability,Tolerates Being Alone,2
Boston Terrier Pekingese Mix, Adaptability,Tolerates Cold Weather,2
Boston Terrier Pekingese Mix, Adaptability,Tolerates Hot Weather,2
Boston Terrier Pekingese Mix, All Around Friendliness,Affectionate With Family,4
Boston Terrier Pekingese Mix, All Around Friendliness,Kid-Friendly,4
Boston Terrier Pekingese Mix, All Around Friendliness,Dog Friendly,3
Boston Terrier Pekingese Mix, All Around Friendliness,Friendly Toward Strangers,3
Boston Terrier Pekingese Mix, Health And Grooming Needs,Amount Of Shedding,2
Boston Terrier Pekingese Mix, Health And Grooming Needs,Drooling Potential,2
Boston Terrier Pekingese Mix, Health And Grooming Needs,Easy To Groom,4
Boston Terrier Pekingese Mix, Health And Grooming Needs,General Health,4
Boston Terrier Pekingese Mix, Health And Grooming Needs,Potential For Weight Gain,4
Boston Terrier Pekingese Mix, Health And Grooming Needs,Size,1
Boston Terrier Pekingese Mix, Trainability,Easy To Train,2
Boston Terrier Pekingese Mix, Trainability,Intelligence,4
Boston Terrier Pekingese Mix, Trainability,Potential For Mouthiness,3
Boston Terrier Pekingese Mix, Trainability,Prey Drive,2
Boston Terrier Pekingese Mix, Trainability,Tendency To Bark Or Howl,4
Boston Terrier Pekingese Mix, Trainability,Wanderlust Potential,2
Boston Terrier Pekingese Mix, Physical Needs,Energy Level,3
Boston Terrier Pekingese Mix, Physical Needs,Intensity,3
Boston Terrier Pekingese Mix, Physical Needs,Exercise Needs,3
Boston Terrier Pekingese Mix, Physical Needs,Potential For Playfulness,4
Borzoi, Adaptability,Adapts Well To Apartment Living,5
Borzoi, Adaptability,Good For Novice Owners,3
Borzoi, Adaptability,Sensitivity Level,5
Borzoi, Adaptability,Tolerates Being Alone,1
Borzoi, Adaptability,Tolerates Cold Weather,4
Borzoi, Adaptability,Tolerates Hot Weather,3
Borzoi, All Around Friendliness,Affectionate With Family,4
Borzoi, All Around Friendliness,Kid-Friendly,3
Borzoi, All Around Friendliness,Dog Friendly,4
Borzoi, All Around Friendliness,Friendly Toward Strangers,4
Borzoi, Health And Grooming Needs,Amount Of Shedding,5
Borzoi, Health And Grooming Needs,Drooling Potential,1
Borzoi, Health And Grooming Needs,Easy To Groom,4
Borzoi, Health And Grooming Needs,General Health,4
Borzoi, Health And Grooming Needs,Potential For Weight Gain,2
Borzoi, Health And Grooming Needs,Size,5
Borzoi, Trainability,Easy To Train,3
Borzoi, Trainability,Intelligence,4
Borzoi, Trainability,Potential For Mouthiness,3
Borzoi, Trainability,Prey Drive,5
Borzoi, Trainability,Tendency To Bark Or Howl,2
Borzoi, Trainability,Wanderlust Potential,4
Borzoi, Physical Needs,Energy Level,2
Borzoi, Physical Needs,Intensity,2
Borzoi, Physical Needs,Exercise Needs,2
Borzoi, Physical Needs,Potential For Playfulness,3
Border Terrier, Adaptability,Adapts Well To Apartment Living,4
Border Terrier, Adaptability,Good For Novice Owners,3
Border Terrier, Adaptability,Sensitivity Level,3
Border Terrier, Adaptability,Tolerates Being Alone,1
Border Terrier, Adaptability,Tolerates Cold Weather,4
Border Terrier, Adaptability,Tolerates Hot Weather,3
Border Terrier, All Around Friendliness,Affectionate With Family,5
Border Terrier, All Around Friendliness,Kid-Friendly,4
Border Terrier, All Around Friendliness,Dog Friendly,2
Border Terrier, All Around Friendliness,Friendly Toward Strangers,5
Border Terrier, Health And Grooming Needs,Amount Of Shedding,3
Border Terrier, Health And Grooming Needs,Drooling Potential,1
Border Terrier, Health And Grooming Needs,Easy To Groom,2
Border Terrier, Health And Grooming Needs,General Health,4
Border Terrier, Health And Grooming Needs,Potential For Weight Gain,5
Border Terrier, Health And Grooming Needs,Size,2
Border Terrier, Trainability,Easy To Train,3
Border Terrier, Trainability,Intelligence,5
Border Terrier, Trainability,Potential For Mouthiness,5
Border Terrier, Trainability,Prey Drive,5
Border Terrier, Trainability,Tendency To Bark Or Howl,1
Border Terrier, Trainability,Wanderlust Potential,4
Border Terrier, Physical Needs,Energy Level,4
Border Terrier, Physical Needs,Intensity,4
Border Terrier, Physical Needs,Exercise Needs,5
Border Terrier, Physical Needs,Potential For Playfulness,5
Bordoodle, Adaptability,Adapts Well To Apartment Living,4
Bordoodle, Adaptability,Good For Novice Owners,4
Bordoodle, Adaptability,Sensitivity Level,3
Bordoodle, Adaptability,Tolerates Being Alone,3
Bordoodle, Adaptability,Tolerates Cold Weather,4
Bordoodle, Adaptability,Tolerates Hot Weather,4
Bordoodle, All Around Friendliness,Affectionate With Family,4
Bordoodle, All Around Friendliness,Kid-Friendly,5
Bordoodle, All Around Friendliness,Dog Friendly,3
Bordoodle, All Around Friendliness,Friendly Toward Strangers,2
Bordoodle, Health And Grooming Needs,Amount Of Shedding,2
Bordoodle, Health And Grooming Needs,Drooling Potential,2
Bordoodle, Health And Grooming Needs,Easy To Groom,4
Bordoodle, Health And Grooming Needs,General Health,4
Bordoodle, Health And Grooming Needs,Potential For Weight Gain,3
Bordoodle, Health And Grooming Needs,Size,3
Bordoodle, Trainability,Easy To Train,4
Bordoodle, Trainability,Intelligence,5
Bordoodle, Trainability,Potential For Mouthiness,3
Bordoodle, Trainability,Prey Drive,2
Bordoodle, Trainability,Tendency To Bark Or Howl,2
Bordoodle, Trainability,Wanderlust Potential,3
Bordoodle, Physical Needs,Energy Level,3
Bordoodle, Physical Needs,Intensity,2
Bordoodle, Physical Needs,Exercise Needs,3
Bordoodle, Physical Needs,Potential For Playfulness,4
Boykin Spaniel, Adaptability,Adapts Well To Apartment Living,1
Boykin Spaniel, Adaptability,Good For Novice Owners,3
Boykin Spaniel, Adaptability,Sensitivity Level,4
Boykin Spaniel, Adaptability,Tolerates Being Alone,3
Boykin Spaniel, Adaptability,Tolerates Cold Weather,3
Boykin Spaniel, Adaptability,Tolerates Hot Weather,4
Boykin Spaniel, All Around Friendliness,Affectionate With Family,5
Boykin Spaniel, All Around Friendliness,Kid-Friendly,5
Boykin Spaniel, All Around Friendliness,Dog Friendly,4
Boykin Spaniel, All Around Friendliness,Friendly Toward Strangers,3
Boykin Spaniel, Health And Grooming Needs,Amount Of Shedding,4
Boykin Spaniel, Health And Grooming Needs,Drooling Potential,1
Boykin Spaniel, Health And Grooming Needs,Easy To Groom,1
Boykin Spaniel, Health And Grooming Needs,General Health,2
Boykin Spaniel, Health And Grooming Needs,Potential For Weight Gain,4
Boykin Spaniel, Health And Grooming Needs,Size,3
Boykin Spaniel, Trainability,Easy To Train,4
Boykin Spaniel, Trainability,Intelligence,4
Boykin Spaniel, Trainability,Potential For Mouthiness,4
Boykin Spaniel, Trainability,Prey Drive,2
Boykin Spaniel, Trainability,Tendency To Bark Or Howl,3
Boykin Spaniel, Trainability,Wanderlust Potential,4
Boykin Spaniel, Physical Needs,Energy Level,5
Boykin Spaniel, Physical Needs,Intensity,5
Boykin Spaniel, Physical Needs,Exercise Needs,5
Boykin Spaniel, Physical Needs,Potential For Playfulness,4
Border Sheepdog, Adaptability,Adapts Well To Apartment Living,2
Border Sheepdog, Adaptability,Good For Novice Owners,3
Border Sheepdog, Adaptability,Sensitivity Level,2
Border Sheepdog, Adaptability,Tolerates Being Alone,2
Border Sheepdog, Adaptability,Tolerates Cold Weather,4
Border Sheepdog, Adaptability,Tolerates Hot Weather,2
Border Sheepdog, All Around Friendliness,Affectionate With Family,5
Border Sheepdog, All Around Friendliness,Kid-Friendly,4
Border Sheepdog, All Around Friendliness,Dog Friendly,3
Border Sheepdog, All Around Friendliness,Friendly Toward Strangers,3
Border Sheepdog, Health And Grooming Needs,Amount Of Shedding,3
Border Sheepdog, Health And Grooming Needs,Drooling Potential,1
Border Sheepdog, Health And Grooming Needs,Easy To Groom,3
Border Sheepdog, Health And Grooming Needs,General Health,4
Border Sheepdog, Health And Grooming Needs,Potential For Weight Gain,2
